compound;driver_number;lap_end;lap_start;meeting_key;session_key;stint_number;tyre_age_at_start
HARD;6;9;3;1254;9688;2;0
HARD;22;10;3;1254;9688;2;0
MEDIUM;44;4;4;1254;9688;3;0
SOFT;16;4;4;1254;9688;3;0
HARD;18;10;4;1254;9688;3;0
HARD;14;10;4;1254;9688;3;0
UNKNOWN;16;4;5;1254;9688;4;0
SOFT;63;6;5;1254;9688;2;3
SOFT;7;7;5;1254;9688;2;3
SOFT;1;7;5;1254;9688;2;0
SOFT;5;7;5;1254;9688;2;0
SOFT;12;7;5;1254;9688;2;3
SOFT;27;7;5;1254;9688;2;0
HARD;44;8;5;1254;9688;4;0
SOFT;16;10;5;1254;9688;5;1
SOFT;4;8;6;1254;9688;3;3
SOFT;63;9;7;1254;9688;3;5
HARD;23;10;7;1254;9688;2;5
HARD;55;12;7;1254;9688;2;5
HARD;10;13;7;1254;9688;2;5
SOFT;27;8;8;1254;9688;3;6
SOFT;7;9;8;1254;9688;3;6
SOFT;31;10;8;1254;9688;2;0
SOFT;1;10;8;1254;9688;3;6
SOFT;5;10;8;1254;9688;3;0
SOFT;12;11;8;1254;9688;3;6
SOFT;4;11;9;1254;9688;4;0
SOFT;27;11;9;1254;9688;4;0
MEDIUM;44;13;9;1254;9688;5;0
SOFT;81;14;9;1254;9688;3;0
SOFT;6;10;10;1254;9688;3;0
SOFT;63;12;10;1254;9688;4;0
SOFT;7;12;10;1254;9688;4;0
SOFT;31;11;11;1254;9688;3;0
SOFT;1;11;11;1254;9688;4;9
HARD;14;12;11;1254;9688;4;7
SOFT;16;13;11;1254;9688;6;6
SOFT;5;13;11;1254;9688;4;0
SOFT;6;13;11;1254;9688;4;0
SOFT;22;13;11;1254;9688;3;0
HARD;18;15;11;1254;9688;4;0
SOFT;23;16;11;1254;9688;3;0
SOFT;1;14;12;1254;9688;5;0
SOFT;12;15;12;1254;9688;4;0
SOFT;27;16;12;1254;9688;5;3
SOFT;4;18;12;1254;9688;5;0
SOFT;31;19;12;1254;9688;4;0
HARD;14;15;13;1254;9688;5;0
SOFT;7;15;13;1254;9688;5;3
SOFT;63;15;13;1254;9688;5;3
SOFT;55;18;13;1254;9688;3;0
SOFT;10;16;14;1254;9688;3;0
SOFT;16;16;14;1254;9688;7;0
SOFT;5;16;14;1254;9688;5;0
SOFT;44;17;14;1254;9688;6;5
SOFT;22;18;14;1254;9688;4;0
SOFT;6;19;14;1254;9688;5;0
SOFT;1;16;15;1254;9688;6;0
SOFT;81;17;15;1254;9688;4;6
SOFT;12;18;16;1254;9688;5;4
SOFT;63;18;16;1254;9688;6;6
SOFT;14;19;16;1254;9688;6;0
SOFT;7;19;16;1254;9688;6;6
SOFT;18;23;16;1254;9688;5;0
SOFT;10;19;17;1254;9688;4;3
SOFT;16;19;17;1254;9688;8;3
SOFT;23;19;17;1254;9688;4;6
SOFT;1;19;17;1254;9688;7;5
SOFT;5;19;17;1254;9688;6;6
SOFT;44;22;18;1254;9688;7;0
SOFT;55;21;19;1254;9688;4;6
SOFT;4;21;19;1254;9688;6;7
SOFT;12;21;19;1254;9688;6;7
HARD;23;22;20;1254;9688;5;0
SOFT;10;23;20;1254;9688;5;6
SOFT;14;23;20;1254;9688;7;4
SOFT;16;23;20;1254;9688;9;0
SOFT;55;24;22;1254;9688;5;11
SOFT;87;2;1;1254;9689;1;0
SOFT;5;3;1;1254;9689;1;0
SOFT;1;4;1;1254;9689;1;0
SOFT;31;4;1;1254;9689;1;0
SOFT;81;4;1;1254;9689;1;0
SOFT;4;4;1;1254;9689;1;0
SOFT;27;4;1;1254;9689;1;0
MEDIUM;12;4;1;1254;9689;1;0
MEDIUM;63;4;1;1254;9689;1;0
SOFT;14;4;1;1254;9689;1;0
SOFT;30;4;1;1254;9689;1;0
SOFT;22;4;1;1254;9689;1;0
SOFT;18;4;1;1254;9689;1;0
SOFT;16;4;1;1254;9689;1;0
SOFT;44;4;1;1254;9689;1;0
SOFT;6;4;1;1254;9689;1;0
SOFT;10;7;1;1254;9689;1;0
SOFT;23;7;1;1254;9689;1;0
SOFT;55;7;1;1254;9689;1;0
SOFT;7;7;1;1254;9689;1;0
SOFT;5;6;4;1254;9689;2;0
SOFT;30;6;5;1254;9689;2;0
SOFT;1;6;5;1254;9689;2;3
MEDIUM;63;7;5;1254;9689;2;3
SOFT;27;7;5;1254;9689;2;3
SOFT;31;7;5;1254;9689;2;0
SOFT;16;7;5;1254;9689;2;0
SOFT;14;7;5;1254;9689;2;0
SOFT;18;7;5;1254;9689;2;0
SOFT;4;7;5;1254;9689;2;3
SOFT;44;7;5;1254;9689;2;3
SOFT;81;7;5;1254;9689;2;3
SOFT;22;7;5;1254;9689;2;0
SOFT;6;7;5;1254;9689;2;0
SOFT;12;10;5;1254;9689;2;0
SOFT;30;8;7;1254;9689;3;0
SOFT;5;9;7;1254;9689;3;0
SOFT;1;9;7;1254;9689;3;0
UNKNOWN;4;7;8;1254;9689;3;0
SOFT;16;8;8;1254;9689;3;0
SOFT;81;8;8;1254;9689;3;0
SOFT;14;9;8;1254;9689;3;0
SOFT;55;10;8;1254;9689;2;0
SOFT;63;10;8;1254;9689;3;0
SOFT;10;10;8;1254;9689;2;0
SOFT;7;10;8;1254;9689;2;0
SOFT;31;10;8;1254;9689;3;0
SOFT;23;10;8;1254;9689;2;0
SOFT;18;10;8;1254;9689;3;0
SOFT;44;10;8;1254;9689;3;6
SOFT;27;10;8;1254;9689;3;0
SOFT;6;10;8;1254;9689;3;0
SOFT;22;10;8;1254;9689;3;0
SOFT;4;12;8;1254;9689;4;6
SOFT;16;11;9;1254;9689;4;7
SOFT;81;11;9;1254;9689;4;0
SOFT;14;11;10;1254;9689;4;2
SOFT;5;12;10;1254;9689;4;3
SOFT;1;12;10;1254;9689;4;3
SOFT;44;13;11;1254;9689;4;3
SOFT;63;13;11;1254;9689;4;3
SOFT;55;13;11;1254;9689;3;0
SOFT;23;13;11;1254;9689;3;0
SOFT;18;13;11;1254;9689;4;3
SOFT;10;13;11;1254;9689;3;0
SOFT;7;13;11;1254;9689;3;3
SOFT;22;13;11;1254;9689;4;0
SOFT;6;13;11;1254;9689;4;0
SOFT;81;13;12;1254;9689;5;3
SOFT;16;14;12;1254;9689;5;0
SOFT;14;14;12;1254;9689;5;0
SOFT;5;14;13;1254;9689;5;0
SOFT;4;15;13;1254;9689;5;3
SOFT;1;15;13;1254;9689;5;0
SOFT;18;16;14;1254;9689;5;0
SOFT;63;16;14;1254;9689;5;0
SOFT;7;16;14;1254;9689;4;0
SOFT;55;16;14;1254;9689;4;0
SOFT;23;16;14;1254;9689;4;0
SOFT;10;16;14;1254;9689;4;0
SOFT;81;16;14;1254;9689;6;0
SOFT;22;16;14;1254;9689;5;3
SOFT;44;18;14;1254;9689;5;0
SOFT;16;16;15;1254;9689;6;3
SOFT;4;18;16;1254;9689;6;0
SOFT;1;18;16;1254;9689;6;0
SOFT;16;19;17;1254;9689;7;0
SOFT;63;19;17;1254;9689;6;0
SOFT;55;19;17;1254;9689;5;0
SOFT;10;19;17;1254;9689;5;3
SOFT;23;19;17;1254;9689;5;3
SOFT;81;19;17;1254;9689;7;0
SOFT;22;19;17;1254;9689;6;0
SOFT;44;21;19;1254;9689;6;6
SOFT;4;21;19;1254;9689;7;0
SOFT;16;21;20;1254;9689;8;2
SOFT;63;22;20;1254;9689;7;0
SOFT;10;22;20;1254;9689;6;0
SOFT;55;22;20;1254;9689;6;0
SOFT;23;22;20;1254;9689;6;0
SOFT;44;24;22;1254;9689;7;0
INTERMEDIATE;30;0;1;1254;9693;1;0
INTERMEDIATE;30;0;1;1254;9693;2;0
INTERMEDIATE;6;1;1;1254;9693;1;0
INTERMEDIATE;55;1;1;1254;9693;1;0
INTERMEDIATE;7;1;1;1254;9693;1;0
INTERMEDIATE;5;2;1;1254;9693;1;0
INTERMEDIATE;87;2;1;1254;9693;1;0
INTERMEDIATE;12;2;1;1254;9693;1;0
INTERMEDIATE;4;2;1;1254;9693;1;0
INTERMEDIATE;44;2;1;1254;9693;1;0
INTERMEDIATE;10;2;1;1254;9693;1;0
INTERMEDIATE;1;2;1;1254;9693;1;0
INTERMEDIATE;22;2;1;1254;9693;1;0
INTERMEDIATE;63;2;1;1254;9693;1;0
INTERMEDIATE;23;2;1;1254;9693;1;0
INTERMEDIATE;31;2;1;1254;9693;1;0
INTERMEDIATE;16;2;1;1254;9693;1;0
INTERMEDIATE;14;2;1;1254;9693;1;0
INTERMEDIATE;27;2;1;1254;9693;1;0
INTERMEDIATE;81;2;1;1254;9693;1;0
INTERMEDIATE;18;2;1;1254;9693;1;0
INTERMEDIATE;30;2;1;1254;9693;3;0
INTERMEDIATE;5;2;3;1254;9693;2;0
INTERMEDIATE;87;2;3;1254;9693;2;0
INTERMEDIATE;4;3;3;1254;9693;2;0
INTERMEDIATE;81;3;3;1254;9693;2;0
INTERMEDIATE;1;3;3;1254;9693;2;2
INTERMEDIATE;63;3;3;1254;9693;2;2
INTERMEDIATE;16;3;3;1254;9693;2;2
INTERMEDIATE;22;3;3;1254;9693;2;2
INTERMEDIATE;23;3;3;1254;9693;2;0
INTERMEDIATE;44;3;3;1254;9693;2;2
INTERMEDIATE;10;3;3;1254;9693;2;0
INTERMEDIATE;14;3;3;1254;9693;2;2
INTERMEDIATE;18;3;3;1254;9693;2;2
INTERMEDIATE;27;3;3;1254;9693;2;0
INTERMEDIATE;12;3;3;1254;9693;2;2
INTERMEDIATE;31;3;3;1254;9693;2;2
INTERMEDIATE;30;3;3;1254;9693;4;2
INTERMEDIATE;5;3;3;1254;9693;3;0
INTERMEDIATE;87;3;3;1254;9693;3;0
INTERMEDIATE;4;3;4;1254;9693;3;0
INTERMEDIATE;1;3;4;1254;9693;3;0
INTERMEDIATE;81;3;4;1254;9693;3;0
INTERMEDIATE;63;3;4;1254;9693;3;3
INTERMEDIATE;22;3;4;1254;9693;3;0
INTERMEDIATE;16;3;4;1254;9693;3;3
INTERMEDIATE;23;3;4;1254;9693;3;1
INTERMEDIATE;44;3;4;1254;9693;3;3
INTERMEDIATE;10;3;4;1254;9693;3;3
INTERMEDIATE;14;3;4;1254;9693;3;3
INTERMEDIATE;18;3;4;1254;9693;3;3
INTERMEDIATE;12;3;4;1254;9693;3;0
INTERMEDIATE;27;3;4;1254;9693;3;3
INTERMEDIATE;5;3;4;1254;9693;4;0
INTERMEDIATE;31;3;4;1254;9693;3;3
INTERMEDIATE;87;3;4;1254;9693;4;0
INTERMEDIATE;30;3;4;1254;9693;5;3
;87;3;4;1254;9693;5;6
;22;30;4;1254;9693;4;7
;23;30;4;1254;9693;4;5
;44;30;4;1254;9693;4;7
;10;30;4;1254;9693;4;7
;14;30;4;1254;9693;4;7
;18;30;4;1254;9693;4;7
;27;30;4;1254;9693;4;7
;12;30;4;1254;9693;4;7
;30;30;4;1254;9693;6;2
;4;31;4;1254;9693;4;7
;16;31;4;1254;9693;4;7
;1;31;4;1254;9693;4;7
;81;31;4;1254;9693;4;7
;63;31;4;1254;9693;4;7
;31;36;4;1254;9693;4;3
MEDIUM;5;41;4;1254;9693;5;6
MEDIUM;87;41;4;1254;9693;6;3
MEDIUM;23;40;31;1254;9693;5;0
HARD;12;41;31;1254;9693;5;0
HARD;18;41;31;1254;9693;5;1
MEDIUM;27;41;31;1254;9693;5;0
HARD;10;43;31;1254;9693;5;0
MEDIUM;22;44;31;1254;9693;5;0
HARD;44;44;31;1254;9693;5;1
MEDIUM;30;44;31;1254;9693;7;0
HARD;4;41;32;1254;9693;5;1
HARD;81;41;32;1254;9693;5;1
HARD;63;41;32;1254;9693;5;0
MEDIUM;1;43;32;1254;9693;5;0
HARD;16;44;32;1254;9693;5;1
MEDIUM;31;43;37;1254;9693;5;0
INTERMEDIATE;23;53;41;1254;9693;6;0
INTERMEDIATE;5;43;42;1254;9693;6;0
INTERMEDIATE;4;54;42;1254;9693;6;0
INTERMEDIATE;63;54;42;1254;9693;6;0
INTERMEDIATE;18;54;42;1254;9693;6;0
INTERMEDIATE;27;54;42;1254;9693;6;0
INTERMEDIATE;12;54;42;1254;9693;6;0
INTERMEDIATE;81;54;42;1254;9693;6;0
INTERMEDIATE;87;54;42;1254;9693;7;0
INTERMEDIATE;1;54;44;1254;9693;6;0
INTERMEDIATE;10;54;44;1254;9693;6;0
INTERMEDIATE;31;54;44;1254;9693;6;0
INTERMEDIATE;44;54;45;1254;9693;6;0
INTERMEDIATE;22;54;45;1254;9693;6;0
INTERMEDIATE;16;54;45;1254;9693;6;0
MEDIUM;18;6;1;1255;9988;1;0
MEDIUM;14;6;1;1255;9988;1;0
MEDIUM;27;6;1;1255;9988;1;0
MEDIUM;5;7;1;1255;9988;1;0
MEDIUM;10;8;1;1255;9988;1;0
MEDIUM;4;8;1;1255;9988;1;0
MEDIUM;6;8;1;1255;9988;1;0
MEDIUM;81;9;1;1255;9988;1;0
MEDIUM;1;9;1;1255;9988;1;0
MEDIUM;12;10;1;1255;9988;1;0
MEDIUM;44;10;1;1255;9988;1;0
MEDIUM;16;10;1;1255;9988;1;0
MEDIUM;23;10;1;1255;9988;1;0
MEDIUM;87;10;1;1255;9988;1;0
MEDIUM;7;10;1;1255;9988;1;0
MEDIUM;55;11;1;1255;9988;1;0
MEDIUM;31;11;1;1255;9988;1;0
MEDIUM;63;11;1;1255;9988;1;0
MEDIUM;30;11;1;1255;9988;1;0
MEDIUM;22;13;1;1255;9988;1;0
MEDIUM;14;9;7;1255;9988;2;5
MEDIUM;18;9;7;1255;9988;2;5
MEDIUM;27;11;7;1255;9988;2;5
MEDIUM;5;19;8;1255;9988;2;6
MEDIUM;6;11;9;1255;9988;2;7
MEDIUM;10;18;9;1255;9988;2;0
MEDIUM;4;18;9;1255;9988;2;7
MEDIUM;18;16;10;1255;9988;3;8
MEDIUM;14;18;10;1255;9988;3;8
MEDIUM;81;19;10;1255;9988;2;8
MEDIUM;1;20;10;1255;9988;2;8
MEDIUM;16;16;11;1255;9988;2;9
MEDIUM;44;17;11;1255;9988;2;9
MEDIUM;23;18;11;1255;9988;2;0
MEDIUM;87;18;11;1255;9988;2;9
MEDIUM;7;18;11;1255;9988;2;9
MEDIUM;12;22;11;1255;9988;2;9
MEDIUM;55;12;12;1255;9988;2;10
MEDIUM;27;16;12;1255;9988;3;10
MEDIUM;6;18;12;1255;9988;3;10
MEDIUM;31;18;12;1255;9988;2;10
MEDIUM;30;18;12;1255;9988;2;10
MEDIUM;63;21;12;1255;9988;2;10
MEDIUM;55;20;13;1255;9988;3;11
MEDIUM;22;19;14;1255;9988;2;12
SOFT;18;20;17;1255;9988;4;0
SOFT;16;22;17;1255;9988;3;0
SOFT;27;22;17;1255;9988;4;0
SOFT;44;20;18;1255;9988;3;0
MEDIUM;23;19;19;1255;9988;3;17
SOFT;14;21;19;1255;9988;4;0
SOFT;10;21;19;1255;9988;3;0
SOFT;30;24;19;1255;9988;3;0
SOFT;87;24;19;1255;9988;3;0
SOFT;4;24;19;1255;9988;3;0
SOFT;31;24;19;1255;9988;3;0
SOFT;6;24;19;1255;9988;4;0
SOFT;23;22;20;1255;9988;4;0
SOFT;22;24;20;1255;9988;3;0
SOFT;5;25;20;1255;9988;3;0
SOFT;81;25;20;1255;9988;3;0
MEDIUM;55;20;21;1255;9988;4;19
SOFT;1;22;21;1255;9988;3;0
SOFT;44;23;21;1255;9988;4;0
SOFT;55;24;21;1255;9988;5;0
SOFT;63;24;22;1255;9988;3;0
MEDIUM;14;24;22;1255;9988;5;17
MEDIUM;10;24;22;1255;9988;4;17
SOFT;12;25;23;1255;9988;3;0
MEDIUM;1;25;23;1255;9988;4;0
MEDIUM;23;25;23;1255;9988;5;18
MEDIUM;63;27;25;1255;9988;4;20
MEDIUM;55;27;25;1255;9988;6;20
MEDIUM;12;28;26;1255;9988;4;21
MEDIUM;31;4;1;1255;9989;1;0
MEDIUM;16;4;1;1255;9989;1;0
MEDIUM;44;4;1;1255;9989;1;0
MEDIUM;27;4;1;1255;9989;1;0
MEDIUM;1;4;1;1255;9989;1;0
MEDIUM;22;4;1;1255;9989;1;0
MEDIUM;87;4;1;1255;9989;1;0
MEDIUM;55;4;1;1255;9989;1;0
MEDIUM;5;4;1;1255;9989;1;0
MEDIUM;6;4;1;1255;9989;1;0
MEDIUM;81;5;1;1255;9989;1;0
MEDIUM;12;5;1;1255;9989;1;0
MEDIUM;30;6;1;1255;9989;1;0
MEDIUM;14;6;1;1255;9989;1;0
MEDIUM;18;7;1;1255;9989;1;0
MEDIUM;10;7;1;1255;9989;1;0
MEDIUM;7;7;1;1255;9989;1;0
MEDIUM;4;7;1;1255;9989;1;0
MEDIUM;23;7;1;1255;9989;1;0
MEDIUM;63;9;1;1255;9989;1;0
MEDIUM;55;7;5;1255;9989;2;3
MEDIUM;6;7;5;1255;9989;2;0
MEDIUM;5;7;5;1255;9989;2;0
MEDIUM;22;7;5;1255;9989;2;3
MEDIUM;16;7;5;1255;9989;2;3
MEDIUM;1;7;5;1255;9989;2;3
MEDIUM;87;7;5;1255;9989;2;3
MEDIUM;44;7;5;1255;9989;2;3
MEDIUM;31;7;5;1255;9989;2;3
MEDIUM;27;7;5;1255;9989;2;3
MEDIUM;12;8;6;1255;9989;2;4
MEDIUM;81;9;6;1255;9989;2;0
MEDIUM;14;9;7;1255;9989;2;0
MEDIUM;6;9;8;1255;9989;3;0
MEDIUM;5;10;8;1255;9989;3;0
MEDIUM;1;10;8;1255;9989;3;0
MEDIUM;87;10;8;1255;9989;3;0
MEDIUM;4;11;8;1255;9989;2;0
MEDIUM;55;11;8;1255;9989;3;0
MEDIUM;22;11;8;1255;9989;3;0
MEDIUM;18;11;8;1255;9989;2;0
MEDIUM;23;12;8;1255;9989;2;0
MEDIUM;16;13;8;1255;9989;3;0
MEDIUM;44;14;8;1255;9989;3;0
MEDIUM;12;16;9;1255;9989;3;0
SOFT;81;14;10;1255;9989;3;0
MEDIUM;63;17;10;1255;9989;2;0
MEDIUM;5;13;11;1255;9989;4;3
SOFT;18;13;11;1255;9989;3;4
SOFT;1;13;11;1255;9989;4;0
SOFT;22;13;11;1255;9989;4;0
SOFT;4;14;11;1255;9989;3;0
SOFT;23;15;12;1255;9989;3;0
SOFT;44;16;14;1255;9989;4;0
SOFT;16;16;14;1255;9989;4;0
SOFT;12;18;16;1255;9989;4;0
SOFT;63;19;17;1255;9989;3;0
MEDIUM;55;11;1;1255;9993;1;4
MEDIUM;12;14;1;1255;9993;1;7
MEDIUM;22;14;1;1255;9993;1;3
MEDIUM;44;14;1;1255;9993;1;6
MEDIUM;1;14;1;1255;9993;1;3
MEDIUM;16;14;1;1255;9993;1;6
MEDIUM;18;14;1;1255;9993;1;3
MEDIUM;81;14;1;1255;9993;1;4
MEDIUM;4;14;1;1255;9993;1;3
MEDIUM;63;14;1;1255;9993;1;8
MEDIUM;30;15;1;1255;9993;1;5
MEDIUM;14;15;1;1255;9993;1;3
MEDIUM;10;15;1;1255;9993;1;6
MEDIUM;6;15;1;1255;9993;1;2
MEDIUM;7;15;1;1255;9993;1;6
MEDIUM;87;15;1;1255;9993;1;3
MEDIUM;31;15;1;1255;9993;1;6
MEDIUM;27;15;1;1255;9993;1;6
MEDIUM;5;15;1;1255;9993;1;6
MEDIUM;23;15;1;1255;9993;1;4
MEDIUM;55;15;12;1255;9993;2;0
SOFT;7;3;1;1255;9994;1;0
SOFT;30;3;1;1255;9994;1;6
SOFT;23;3;1;1255;9994;1;3
SOFT;22;3;1;1255;9994;1;5
SOFT;6;3;1;1255;9994;1;0
SOFT;87;4;1;1255;9994;1;0
SOFT;1;4;1;1255;9994;1;2
SOFT;10;4;1;1255;9994;1;3
SOFT;14;4;1;1255;9994;1;3
SOFT;81;4;1;1255;9994;1;5
SOFT;18;4;1;1255;9994;1;7
SOFT;31;4;1;1255;9994;1;0
SOFT;63;4;1;1255;9994;1;3
SOFT;16;4;1;1255;9994;1;0
SOFT;44;4;1;1255;9994;1;3
SOFT;12;4;1;1255;9994;1;3
SOFT;55;4;1;1255;9994;1;3
SOFT;4;4;1;1255;9994;1;4
SOFT;27;4;1;1255;9994;1;0
SOFT;5;4;1;1255;9994;1;0
SOFT;6;6;4;1255;9994;2;0
SOFT;22;6;4;1255;9994;2;3
SOFT;7;6;4;1255;9994;2;0
SOFT;23;6;4;1255;9994;2;0
SOFT;30;6;4;1255;9994;2;0
SOFT;18;7;5;1255;9994;2;0
SOFT;14;7;5;1255;9994;2;0
SOFT;5;7;5;1255;9994;2;0
SOFT;55;7;5;1255;9994;2;0
SOFT;10;7;5;1255;9994;2;0
SOFT;27;7;5;1255;9994;2;0
SOFT;31;7;5;1255;9994;2;0
SOFT;87;7;5;1255;9994;2;0
SOFT;1;7;5;1255;9994;2;0
SOFT;81;9;5;1255;9994;2;0
SOFT;44;10;5;1255;9994;2;0
SOFT;16;10;5;1255;9994;2;0
SOFT;63;10;5;1255;9994;2;0
SOFT;4;10;5;1255;9994;2;0
SOFT;12;10;5;1255;9994;2;0
SOFT;22;9;7;1255;9994;3;0
SOFT;6;9;7;1255;9994;3;0
SOFT;23;9;7;1255;9994;3;0
SOFT;30;9;7;1255;9994;3;0
SOFT;7;9;7;1255;9994;3;0
SOFT;87;9;8;1255;9994;3;0
SOFT;27;10;8;1255;9994;3;0
SOFT;18;10;8;1255;9994;3;0
SOFT;14;10;8;1255;9994;3;0
SOFT;5;10;8;1255;9994;3;0
SOFT;55;10;8;1255;9994;3;0
SOFT;10;10;8;1255;9994;3;0
SOFT;31;10;8;1255;9994;3;0
SOFT;1;10;8;1255;9994;3;0
SOFT;6;12;10;1255;9994;4;0
SOFT;22;12;10;1255;9994;4;0
SOFT;81;12;10;1255;9994;3;0
SOFT;23;12;10;1255;9994;4;0
SOFT;31;13;11;1255;9994;4;0
SOFT;63;13;11;1255;9994;3;3
SOFT;12;13;11;1255;9994;3;3
SOFT;55;13;11;1255;9994;4;0
SOFT;18;13;11;1255;9994;4;0
SOFT;14;13;11;1255;9994;4;0
SOFT;4;13;11;1255;9994;3;0
SOFT;44;13;11;1255;9994;3;6
SOFT;16;13;11;1255;9994;3;6
SOFT;27;13;11;1255;9994;4;0
SOFT;1;13;11;1255;9994;4;0
SOFT;81;15;13;1255;9994;4;3
SOFT;6;15;13;1255;9994;5;0
SOFT;22;15;13;1255;9994;5;0
SOFT;23;15;13;1255;9994;5;0
SOFT;63;16;14;1255;9994;4;0
SOFT;27;16;14;1255;9994;5;0
SOFT;44;16;14;1255;9994;4;0
SOFT;16;16;14;1255;9994;4;0
SOFT;31;16;14;1255;9994;5;0
SOFT;18;16;14;1255;9994;5;0
SOFT;14;16;14;1255;9994;5;0
SOFT;55;16;14;1255;9994;5;0
SOFT;4;16;14;1255;9994;4;0
SOFT;1;16;14;1255;9994;5;0
SOFT;12;17;14;1255;9994;4;0
SOFT;6;18;16;1255;9994;6;3
SOFT;22;18;16;1255;9994;6;3
SOFT;23;18;16;1255;9994;6;3
SOFT;81;18;16;1255;9994;5;0
SOFT;4;18;17;1255;9994;5;0
SOFT;44;19;17;1255;9994;5;0
SOFT;16;19;17;1255;9994;5;0
SOFT;63;20;17;1255;9994;5;0
SOFT;12;20;18;1255;9994;5;0
SOFT;22;20;19;1255;9994;7;0
SOFT;23;21;19;1255;9994;7;3
SOFT;6;21;19;1255;9994;7;0
SOFT;81;21;19;1255;9994;6;0
SOFT;44;22;20;1255;9994;6;0
SOFT;16;22;20;1255;9994;6;0
SOFT;12;23;21;1255;9994;6;0
SOFT;63;23;21;1255;9994;6;0
MEDIUM;5;1;1;1255;9998;1;0
MEDIUM;14;5;1;1255;9998;1;5
MEDIUM;10;10;1;1255;9998;1;0
MEDIUM;7;11;1;1255;9998;1;0
MEDIUM;22;11;1;1255;9998;1;0
MEDIUM;31;11;1;1255;9998;1;0
MEDIUM;12;12;1;1255;9998;1;0
MEDIUM;6;12;1;1255;9998;1;0
MEDIUM;44;13;1;1255;9998;1;0
MEDIUM;1;13;1;1255;9998;1;0
MEDIUM;81;14;1;1255;9998;1;0
MEDIUM;63;14;1;1255;9998;1;0
MEDIUM;16;15;1;1255;9998;1;0
MEDIUM;4;15;1;1255;9998;1;0
MEDIUM;55;17;1;1255;9998;1;0
HARD;30;18;1;1255;9998;1;0
MEDIUM;27;20;1;1255;9998;1;0
MEDIUM;23;20;1;1255;9998;1;0
HARD;87;26;1;1255;9998;1;0
HARD;18;36;1;1255;9998;1;0
HARD;5;26;2;1255;9998;2;0
HARD;10;57;11;1255;9998;2;0
HARD;22;35;12;1255;9998;2;0
HARD;31;57;12;1255;9998;2;0
HARD;7;57;12;1255;9998;2;0
HARD;6;33;13;1255;9998;2;0
HARD;12;57;13;1255;9998;2;0
HARD;44;37;14;1255;9998;2;0
HARD;1;57;14;1255;9998;2;0
HARD;81;57;15;1255;9998;2;0
HARD;63;57;15;1255;9998;2;0
HARD;4;57;16;1255;9998;2;0
HARD;16;57;16;1255;9998;2;0
HARD;55;57;18;1255;9998;2;0
MEDIUM;30;30;19;1255;9998;2;0
HARD;27;56;21;1255;9998;2;0
HARD;23;57;21;1255;9998;2;0
HARD;5;56;27;1255;9998;3;0
MEDIUM;87;57;27;1255;9998;2;0
HARD;30;57;31;1255;9998;3;0
HARD;6;57;34;1255;9998;3;0
HARD;22;46;36;1255;9998;3;0
MEDIUM;18;57;37;1255;9998;2;0
HARD;44;57;38;1255;9998;3;0
MEDIUM;22;56;47;1255;9998;4;6
MEDIUM;27;1;1;1256;9999;1;0
MEDIUM;87;2;1;1256;9999;1;0
MEDIUM;63;3;1;1256;9999;1;0
MEDIUM;23;6;1;1256;9999;1;0
SOFT;1;6;1;1256;9999;1;0
HARD;30;6;1;1256;9999;1;0
MEDIUM;4;8;1;1256;9999;1;0
HARD;18;8;1;1256;9999;1;0
MEDIUM;81;8;1;1256;9999;1;0
MEDIUM;55;8;1;1256;9999;1;0
HARD;5;8;1;1256;9999;1;0
HARD;14;8;1;1256;9999;1;0
HARD;6;9;1;1256;9999;1;0
MEDIUM;16;10;1;1256;9999;1;0
MEDIUM;31;10;1;1256;9999;1;0
MEDIUM;12;10;1;1256;9999;1;0
SOFT;22;10;1;1256;9999;1;0
MEDIUM;10;10;1;1256;9999;1;0
MEDIUM;44;10;1;1256;9999;1;0
MEDIUM;62;12;1;1256;9999;1;0
MEDIUM;27;9;2;1256;9999;2;0
MEDIUM;87;12;3;1256;9999;2;1
MEDIUM;63;10;4;1256;9999;2;0
SOFT;1;9;7;1256;9999;2;5
HARD;23;11;7;1256;9999;2;0
HARD;30;14;7;1256;9999;2;5
MEDIUM;55;9;9;1256;9999;2;7
MEDIUM;4;11;9;1256;9999;2;7
SOFT;81;11;9;1256;9999;2;0
SOFT;5;11;9;1256;9999;2;0
HARD;14;13;9;1256;9999;2;7
HARD;18;13;9;1256;9999;2;7
MEDIUM;55;12;10;1256;9999;3;8
SOFT;1;12;10;1256;9999;3;0
SOFT;27;12;10;1256;9999;3;0
HARD;6;14;10;1256;9999;2;0
SOFT;12;13;11;1256;9999;2;0
MEDIUM;31;13;11;1256;9999;2;9
SOFT;63;15;11;1256;9999;3;0
SOFT;4;15;11;1256;9999;3;0
SOFT;16;16;11;1256;9999;2;0
SOFT;44;16;11;1256;9999;2;0
SOFT;10;16;11;1256;9999;2;0
SOFT;22;17;11;1256;9999;2;0
SOFT;23;14;12;1256;9999;3;0
SOFT;81;14;12;1256;9999;3;3
SOFT;5;14;12;1256;9999;3;3
SOFT;62;14;12;1256;9999;2;0
SOFT;87;14;12;1256;9999;3;0
SOFT;27;14;13;1256;9999;4;3
SOFT;55;15;13;1256;9999;4;0
SOFT;1;24;13;1256;9999;4;3
SOFT;12;16;14;1256;9999;3;3
