compound;driver_number;lap_end;lap_start;meeting_key;session_key;stint_number;tyre_age_at_start
SOFT;6;8;8;1257;10010;3;0
SOFT;22;9;8;1257;10010;3;0
SOFT;12;9;8;1257;10010;3;3
SOFT;31;9;8;1257;10010;3;0
SOFT;63;9;8;1257;10010;3;3
SOFT;1;9;8;1257;10010;4;4
SOFT;18;10;8;1257;10010;3;0
SOFT;14;10;8;1257;10010;3;0
SOFT;27;10;8;1257;10010;3;0
SOFT;4;10;8;1257;10010;4;0
SOFT;81;10;8;1257;10010;4;0
SOFT;6;10;9;1257;10010;4;0
SOFT;44;10;9;1257;10010;4;4
SOFT;55;11;9;1257;10010;4;1
SOFT;10;11;9;1257;10010;4;1
SOFT;7;11;9;1257;10010;4;1
SOFT;16;11;9;1257;10010;4;0
SOFT;12;12;10;1257;10010;4;0
SOFT;63;12;10;1257;10010;4;0
SOFT;22;12;10;1257;10010;4;0
SOFT;1;12;10;1257;10010;5;0
SOFT;14;11;11;1257;10010;4;3
SOFT;27;12;11;1257;10010;4;3
SOFT;44;13;11;1257;10010;5;0
SOFT;6;13;11;1257;10010;5;0
SOFT;4;13;11;1257;10010;5;3
SOFT;81;13;11;1257;10010;5;1
SOFT;14;13;12;1257;10010;5;3
SOFT;10;14;12;1257;10010;5;0
SOFT;55;14;12;1257;10010;5;0
SOFT;7;14;12;1257;10010;5;0
SOFT;16;14;12;1257;10010;5;3
SOFT;27;15;13;1257;10010;5;3
SOFT;12;15;13;1257;10010;5;0
SOFT;63;15;13;1257;10010;5;0
SOFT;22;15;13;1257;10010;5;0
SOFT;1;15;13;1257;10010;6;2
SOFT;14;16;14;1257;10010;6;3
SOFT;44;16;14;1257;10010;6;3
SOFT;4;16;14;1257;10010;6;1
SOFT;81;16;14;1257;10010;6;0
SOFT;55;17;15;1257;10010;6;3
SOFT;10;17;15;1257;10010;6;3
SOFT;16;17;15;1257;10010;6;0
SOFT;27;18;16;1257;10010;6;3
SOFT;12;18;16;1257;10010;6;0
SOFT;63;18;16;1257;10010;6;0
SOFT;22;18;16;1257;10010;6;0
SOFT;1;18;16;1257;10010;7;0
SOFT;44;19;17;1257;10010;7;0
SOFT;4;19;17;1257;10010;7;0
SOFT;10;20;18;1257;10010;7;0
SOFT;55;20;18;1257;10010;7;0
SOFT;12;21;19;1257;10010;7;0
SOFT;63;21;19;1257;10010;7;0
SOFT;27;5;1;1257;10014;1;0
SOFT;6;6;1;1257;10014;1;0
SOFT;31;8;1;1257;10014;1;0
SOFT;7;9;1;1257;10014;1;0
SOFT;10;10;1;1257;10014;1;3
SOFT;4;10;1;1257;10014;1;3
SOFT;1;10;1;1257;10014;1;3
SOFT;22;11;1;1257;10014;1;3
SOFT;12;12;1;1257;10014;1;3
SOFT;18;12;1;1257;10014;1;0
SOFT;63;13;1;1257;10014;1;3
MEDIUM;5;13;1;1257;10014;1;0
SOFT;81;14;1;1257;10014;1;3
SOFT;55;14;1;1257;10014;1;3
MEDIUM;14;14;1;1257;10014;1;0
MEDIUM;30;14;1;1257;10014;1;0
SOFT;87;14;1;1257;10014;1;0
MEDIUM;16;15;1;1257;10014;1;0
MEDIUM;44;15;1;1257;10014;1;0
SOFT;23;15;1;1257;10014;1;0
MEDIUM;27;23;6;1257;10014;2;0
MEDIUM;6;24;7;1257;10014;2;0
MEDIUM;31;23;9;1257;10014;2;0
MEDIUM;7;24;10;1257;10014;2;0
HARD;1;22;11;1257;10014;2;0
MEDIUM;10;24;11;1257;10014;2;0
MEDIUM;4;28;11;1257;10014;2;0
MEDIUM;22;28;12;1257;10014;2;0
MEDIUM;12;23;13;1257;10014;2;0
MEDIUM;18;28;13;1257;10014;2;0
MEDIUM;63;28;14;1257;10014;2;0
HARD;5;28;14;1257;10014;2;0
MEDIUM;81;28;15;1257;10014;2;0
MEDIUM;55;28;15;1257;10014;2;0
HARD;87;28;15;1257;10014;2;0
UNKNOWN;30;28;15;1257;10014;2;0
;14;28;15;1257;10014;2;3
;16;28;16;1257;10014;2;2
;44;28;16;1257;10014;2;2
;23;28;16;1257;10014;2;3
MEDIUM;1;52;23;1257;10014;3;0
SOFT;12;28;24;1257;10014;3;3
HARD;31;52;24;1257;10014;3;0
MEDIUM;27;52;24;1257;10014;3;0
HARD;10;52;25;1257;10014;3;0
HARD;7;52;25;1257;10014;3;0
HARD;6;52;25;1257;10014;3;0
HARD;55;40;29;1257;10014;3;0
SOFT;63;51;29;1257;10014;3;3
HARD;16;51;29;1257;10014;3;0
MEDIUM;4;51;29;1257;10014;3;0
HARD;44;51;29;1257;10014;3;0
MEDIUM;81;52;29;1257;10014;3;0
SOFT;22;52;29;1257;10014;3;0
SOFT;87;52;29;1257;10014;3;0
SOFT;12;52;29;1257;10014;4;3
MEDIUM;23;52;29;1257;10014;3;0
HARD;14;52;29;1257;10014;3;0
SOFT;30;52;29;1257;10014;3;0
HARD;18;52;29;1257;10014;3;0
MEDIUM;5;52;29;1257;10014;3;0
SOFT;55;41;40;1257;10014;4;3
MEDIUM;23;2;1;1258;10015;1;0
HARD;31;3;1;1258;10015;1;0
MEDIUM;6;6;1;1258;10015;1;0
MEDIUM;10;6;1;1258;10015;1;0
MEDIUM;27;6;1;1258;10015;1;0
MEDIUM;7;7;1;1258;10015;1;0
MEDIUM;12;7;1;1258;10015;1;0
HARD;87;7;1;1258;10015;1;0
MEDIUM;4;8;1;1258;10015;1;0
MEDIUM;22;8;1;1258;10015;1;0
MEDIUM;63;8;1;1258;10015;1;0
MEDIUM;81;8;1;1258;10015;1;0
MEDIUM;1;9;1;1258;10015;1;0
MEDIUM;5;9;1;1258;10015;1;0
MEDIUM;18;10;1;1258;10015;1;0
HARD;55;10;1;1258;10015;1;0
MEDIUM;14;11;1;1258;10015;1;0
MEDIUM;16;11;1;1258;10015;1;0
MEDIUM;44;11;1;1258;10015;1;0
MEDIUM;30;12;1;1258;10015;1;0
MEDIUM;23;10;3;1258;10015;2;1
HARD;31;10;4;1258;10015;2;2
MEDIUM;27;9;7;1258;10015;2;0
MEDIUM;6;9;7;1258;10015;2;5
MEDIUM;10;12;7;1258;10015;2;5
MEDIUM;12;10;8;1258;10015;2;6
MEDIUM;7;10;8;1258;10015;2;6
SOFT;87;10;8;1258;10015;2;0
MEDIUM;22;11;9;1258;10015;2;7
SOFT;4;11;9;1258;10015;2;0
SOFT;63;11;9;1258;10015;2;0
SOFT;81;16;9;1258;10015;2;0
SOFT;27;12;10;1258;10015;3;0
SOFT;5;12;10;1258;10015;2;0
SOFT;1;14;10;1258;10015;2;0
SOFT;6;16;10;1258;10015;3;0
SOFT;87;12;11;1258;10015;3;3
MEDIUM;7;13;11;1258;10015;3;9
SOFT;55;13;11;1258;10015;2;0
SOFT;12;13;11;1258;10015;3;0
SOFT;31;13;11;1258;10015;3;0
SOFT;23;16;11;1258;10015;3;0
SOFT;18;18;11;1258;10015;2;0
SOFT;63;13;12;1258;10015;3;0
SOFT;16;14;12;1258;10015;2;0
SOFT;44;14;12;1258;10015;2;0
SOFT;22;14;12;1258;10015;3;0
SOFT;14;14;12;1258;10015;2;0
SOFT;4;14;12;1258;10015;3;0
SOFT;27;15;13;1258;10015;4;0
SOFT;10;15;13;1258;10015;3;0
SOFT;5;15;13;1258;10015;3;0
SOFT;87;15;13;1258;10015;4;5
SOFT;30;20;13;1258;10015;2;0
SOFT;55;16;14;1258;10015;3;3
SOFT;7;16;14;1258;10015;4;0
SOFT;12;16;14;1258;10015;4;2
SOFT;31;17;14;1258;10015;4;3
MEDIUM;63;17;14;1258;10015;4;7
SOFT;16;17;15;1258;10015;3;0
SOFT;22;17;15;1258;10015;4;0
SOFT;14;17;15;1258;10015;3;0
MEDIUM;1;19;15;1258;10015;3;0
SOFT;44;20;15;1258;10015;3;3
MEDIUM;4;23;15;1258;10015;4;7
SOFT;10;17;16;1258;10015;4;3
SOFT;27;21;16;1258;10015;5;0
SOFT;87;22;16;1258;10015;5;8
MEDIUM;5;24;16;1258;10015;4;8
SOFT;55;19;17;1258;10015;4;0
SOFT;7;19;17;1258;10015;5;3
MEDIUM;81;23;17;1258;10015;3;0
MEDIUM;23;24;17;1258;10015;4;9
MEDIUM;12;25;17;1258;10015;5;9
MEDIUM;63;22;18;1258;10015;5;11
HARD;31;22;18;1258;10015;5;0
MEDIUM;14;25;18;1258;10015;4;10
MEDIUM;10;26;18;1258;10015;5;11
MEDIUM;22;27;18;1258;10015;5;10
MEDIUM;16;29;18;1258;10015;4;0
SOFT;18;24;19;1258;10015;3;8
MEDIUM;7;26;20;1258;10015;6;12
HARD;55;27;20;1258;10015;5;9
MEDIUM;1;27;20;1258;10015;4;13
MEDIUM;44;28;21;1258;10015;4;10
MEDIUM;27;26;22;1258;10015;6;0
SOFT;4;26;24;1258;10015;5;0
SOFT;81;26;24;1258;10015;4;0
;5;1;1;1258;10016;1;
MEDIUM;22;4;1;1258;10016;1;0
MEDIUM;6;5;1;1258;10016;1;0
MEDIUM;16;5;1;1258;10016;1;0
MEDIUM;18;5;1;1258;10016;1;0
MEDIUM;7;6;1;1258;10016;1;0
MEDIUM;30;6;1;1258;10016;1;0
MEDIUM;87;6;1;1258;10016;1;0
MEDIUM;1;8;1;1258;10016;1;0
MEDIUM;14;8;1;1258;10016;1;0
MEDIUM;27;8;1;1258;10016;1;0
MEDIUM;63;8;1;1258;10016;1;0
MEDIUM;4;9;1;1258;10016;1;0
MEDIUM;10;9;1;1258;10016;1;0
HARD;23;9;1;1258;10016;1;0
MEDIUM;31;9;1;1258;10016;1;0
MEDIUM;55;9;1;1258;10016;1;0
MEDIUM;81;9;1;1258;10016;1;0
MEDIUM;44;10;1;1258;10016;1;0
MEDIUM;12;11;1;1258;10016;1;0
MEDIUM;22;7;5;1258;10016;2;3
MEDIUM;6;8;6;1258;10016;2;4
SOFT;18;8;6;1258;10016;2;0
MEDIUM;16;9;6;1258;10016;2;4
MEDIUM;87;9;7;1258;10016;2;5
MEDIUM;7;9;7;1258;10016;2;5
SOFT;30;9;7;1258;10016;2;0
MEDIUM;22;10;8;1258;10016;3;6
SOFT;6;11;9;1258;10016;3;0
SOFT;1;11;9;1258;10016;2;0
SOFT;27;11;9;1258;10016;2;0
SOFT;14;12;9;1258;10016;2;0
SOFT;18;12;9;1258;10016;3;3
SOFT;63;16;9;1258;10016;2;0
SOFT;30;12;10;1258;10016;3;3
SOFT;31;12;10;1258;10016;2;0
SOFT;87;12;10;1258;10016;3;0
SOFT;81;12;10;1258;10016;2;0
SOFT;4;12;10;1258;10016;2;0
SOFT;55;13;10;1258;10016;2;0
SOFT;16;13;10;1258;10016;3;0
SOFT;10;13;10;1258;10016;2;0
SOFT;23;14;10;1258;10016;2;0
SOFT;7;14;10;1258;10016;3;0
SOFT;44;14;11;1258;10016;2;0
SOFT;22;14;11;1258;10016;4;0
SOFT;27;14;12;1258;10016;3;0
SOFT;6;14;12;1258;10016;4;0
SOFT;12;15;12;1258;10016;2;0
MEDIUM;1;21;12;1258;10016;3;7
SOFT;81;14;13;1258;10016;3;0
SOFT;31;15;13;1258;10016;3;3
SOFT;14;15;13;1258;10016;3;7
SOFT;4;15;13;1258;10016;3;3
SOFT;87;15;13;1258;10016;4;3
SOFT;18;15;13;1258;10016;4;7
SOFT;30;16;13;1258;10016;4;0
SOFT;10;15;14;1258;10016;3;4
SOFT;55;15;14;1258;10016;3;0
SOFT;16;16;14;1258;10016;4;4
SOFT;6;15;15;1258;10016;5;3
SOFT;23;16;15;1258;10016;3;0
SOFT;22;16;15;1258;10016;5;4
SOFT;44;17;15;1258;10016;3;4
MEDIUM;27;19;15;1258;10016;4;7
MEDIUM;7;19;15;1258;10016;4;8
MEDIUM;81;20;15;1258;10016;4;0
MEDIUM;14;16;16;1258;10016;4;7
SOFT;18;16;16;1258;10016;5;10
SOFT;12;17;16;1258;10016;3;4
MEDIUM;87;17;16;1258;10016;5;8
MEDIUM;6;18;16;1258;10016;6;7
SOFT;4;19;16;1258;10016;4;8
MEDIUM;10;20;16;1258;10016;4;8
SOFT;31;20;16;1258;10016;4;6
MEDIUM;55;22;16;1258;10016;4;0
MEDIUM;63;19;17;1258;10016;3;7
MEDIUM;14;19;17;1258;10016;5;0
SOFT;18;19;17;1258;10016;6;11
MEDIUM;22;20;17;1258;10016;6;0
MEDIUM;16;20;17;1258;10016;5;8
MEDIUM;30;20;17;1258;10016;5;0
HARD;23;21;17;1258;10016;4;8
MEDIUM;87;20;18;1258;10016;6;10
MEDIUM;44;21;18;1258;10016;4;0
SOFT;27;22;20;1258;10016;5;6
MEDIUM;7;22;20;1258;10016;5;0
MEDIUM;63;22;20;1258;10016;4;10
MEDIUM;4;22;20;1258;10016;5;0
MEDIUM;30;23;21;1258;10016;6;9
MEDIUM;10;23;21;1258;10016;5;13
SOFT;81;23;21;1258;10016;5;5
MEDIUM;31;23;21;1258;10016;5;8
MEDIUM;16;23;21;1258;10016;6;12
HARD;23;24;22;1258;10016;5;0
SOFT;1;24;22;1258;10016;4;3
MEDIUM;44;24;22;1258;10016;5;0
MEDIUM;55;25;23;1258;10016;5;15
HARD;6;2;1;1258;10017;1;0
HARD;14;2;1;1258;10017;1;0
HARD;18;2;1;1258;10017;1;0
HARD;30;2;1;1258;10017;1;0
SOFT;1;4;1;1258;10017;1;0
SOFT;7;4;1;1258;10017;1;0
SOFT;10;4;1;1258;10017;1;0
SOFT;12;4;1;1258;10017;1;0
SOFT;16;4;1;1258;10017;1;0
SOFT;23;4;1;1258;10017;1;0
SOFT;27;4;1;1258;10017;1;0
SOFT;31;4;1;1258;10017;1;0
SOFT;44;4;1;1258;10017;1;0
SOFT;55;4;1;1258;10017;1;0
SOFT;63;4;1;1258;10017;1;0
SOFT;81;4;1;1258;10017;1;0
SOFT;87;4;1;1258;10017;1;0
SOFT;22;7;1;1258;10017;1;0
SOFT;4;10;1;1258;10017;1;0
MEDIUM;5;10;1;1258;10017;1;0
HARD;14;3;3;1258;10017;2;0
HARD;18;3;3;1258;10017;2;0
SOFT;6;5;3;1258;10017;2;3
SOFT;30;5;3;1258;10017;2;4
MEDIUM;14;4;4;1258;10017;3;0
MEDIUM;18;4;4;1258;10017;3;0
SOFT;7;7;5;1258;10017;2;3
SOFT;31;7;5;1258;10017;2;0
SOFT;87;7;5;1258;10017;2;3
SOFT;44;7;5;1258;10017;2;3
SOFT;16;7;5;1258;10017;2;0
SOFT;14;7;5;1258;10017;4;0
SOFT;81;7;5;1258;10017;2;3
SOFT;18;7;5;1258;10017;4;0
SOFT;27;7;5;1258;10017;2;0
SOFT;10;7;5;1258;10017;2;3
SOFT;1;7;5;1258;10017;2;3
SOFT;63;7;5;1258;10017;2;3
SOFT;12;7;5;1258;10017;2;0
SOFT;55;7;5;1258;10017;2;3
SOFT;23;8;5;1258;10017;2;3
SOFT;6;7;6;1258;10017;3;6
SOFT;30;7;6;1258;10017;3;7
SOFT;7;8;8;1258;10017;3;6
SOFT;27;8;8;1258;10017;3;0
SOFT;30;8;8;1258;10017;4;0
SOFT;44;9;8;1258;10017;3;6
SOFT;81;10;8;1258;10017;3;6
SOFT;14;10;8;1258;10017;5;3
SOFT;18;10;8;1258;10017;5;3
SOFT;31;10;8;1258;10017;3;0
SOFT;6;10;8;1258;10017;4;8
SOFT;10;10;8;1258;10017;3;6
SOFT;63;10;8;1258;10017;3;0
SOFT;12;10;8;1258;10017;3;0
SOFT;22;10;8;1258;10017;2;0
SOFT;1;10;8;1258;10017;3;0
SOFT;87;10;8;1258;10017;3;0
SOFT;16;12;8;1258;10017;3;6
SOFT;55;12;8;1258;10017;3;0
SOFT;30;9;9;1258;10017;5;0
SOFT;7;11;9;1258;10017;4;7
SOFT;23;11;9;1258;10017;3;0
SOFT;27;11;9;1258;10017;4;0
SOFT;30;10;10;1258;10017;6;11
SOFT;44;11;10;1258;10017;4;0
SOFT;63;12;11;1258;10017;4;6
SOFT;31;13;11;1258;10017;4;3
SOFT;81;13;11;1258;10017;4;0
SOFT;4;13;11;1258;10017;2;0
SOFT;30;13;11;1258;10017;7;0
SOFT;12;13;11;1258;10017;4;3
SOFT;87;13;11;1258;10017;4;0
SOFT;10;13;11;1258;10017;4;0
SOFT;14;14;11;1258;10017;6;6
SOFT;18;14;11;1258;10017;6;0
SOFT;22;15;11;1258;10017;3;3
SOFT;1;15;11;1258;10017;4;0
MEDIUM;5;17;11;1258;10017;2;0
SOFT;6;18;11;1258;10017;5;11
SOFT;7;14;12;1258;10017;5;0
SOFT;44;14;12;1258;10017;5;0
SOFT;27;14;12;1258;10017;5;0
SOFT;23;14;12;1258;10017;4;3
SOFT;16;15;13;1258;10017;4;0
SOFT;63;15;13;1258;10017;5;0
SOFT;55;16;13;1258;10017;4;5
SOFT;4;16;14;1258;10017;3;3
SOFT;12;16;14;1258;10017;5;6
SOFT;87;16;14;1258;10017;5;6
SOFT;81;17;14;1258;10017;5;3
SOFT;10;17;14;1258;10017;5;3
SOFT;30;19;14;1258;10017;8;3
SOFT;31;21;14;1258;10017;5;6
SOFT;14;17;15;1258;10017;7;0
SOFT;18;17;15;1258;10017;7;0
SOFT;7;17;15;1258;10017;6;0
SOFT;23;17;15;1258;10017;5;0
SOFT;27;17;15;1258;10017;6;7
SOFT;44;21;15;1258;10017;6;0
SOFT;63;18;16;1258;10017;6;6
SOFT;16;22;16;1258;10017;5;3
SOFT;4;19;17;1258;10017;4;0
SOFT;12;19;17;1258;10017;6;9
SOFT;5;20;18;1258;10017;3;0
SOFT;18;20;18;1258;10017;8;3
SOFT;14;20;18;1258;10017;8;3
SOFT;81;20;18;1258;10017;6;7
SOFT;7;22;18;1258;10017;7;3
SOFT;5;25;21;1258;10017;4;0
SOFT;81;4;1;1258;10018;1;0
SOFT;63;4;1;1258;10018;1;0
SOFT;1;4;1;1258;10018;1;0
SOFT;16;4;1;1258;10018;1;0
SOFT;22;4;1;1258;10018;1;0
SOFT;12;4;1;1258;10018;1;0
SOFT;6;4;1;1258;10018;1;0
SOFT;44;4;1;1258;10018;1;0
SOFT;30;4;1;1258;10018;1;0
SOFT;14;4;1;1258;10018;1;0
SOFT;87;4;1;1258;10018;1;0
SOFT;27;4;1;1258;10018;1;0
SOFT;31;4;1;1258;10018;1;0
SOFT;5;4;1;1258;10018;1;0
SOFT;18;4;1;1258;10018;1;0
SOFT;23;6;1;1258;10018;1;0
SOFT;4;7;1;1258;10018;1;0
SOFT;55;7;1;1258;10018;1;0
SOFT;10;7;1;1258;10018;1;0
SOFT;7;7;1;1258;10018;1;0
UNKNOWN;5;4;5;1258;10018;2;0
SOFT;63;6;5;1258;10018;2;3
SOFT;31;7;5;1258;10018;2;3
SOFT;87;7;5;1258;10018;2;0
SOFT;5;7;5;1258;10018;3;0
SOFT;14;7;5;1258;10018;2;0
SOFT;27;7;5;1258;10018;2;3
SOFT;18;7;5;1258;10018;2;0
SOFT;44;7;5;1258;10018;2;0
SOFT;16;7;5;1258;10018;2;3
SOFT;81;7;5;1258;10018;2;3
SOFT;12;7;5;1258;10018;2;0
SOFT;1;7;5;1258;10018;2;3
SOFT;6;7;5;1258;10018;2;0
SOFT;30;7;5;1258;10018;2;0
SOFT;22;7;5;1258;10018;2;0
SOFT;23;9;7;1258;10018;2;0
SOFT;63;9;7;1258;10018;3;5
SOFT;14;9;8;1258;10018;3;0
SOFT;27;9;8;1258;10018;3;0
SOFT;5;9;8;1258;10018;4;0
SOFT;16;9;8;1258;10018;3;0
SOFT;30;9;8;1258;10018;3;3
SOFT;7;10;8;1258;10018;2;0
SOFT;55;10;8;1258;10018;2;0
SOFT;31;10;8;1258;10018;3;0
SOFT;87;10;8;1258;10018;3;0
SOFT;10;10;8;1258;10018;2;0
SOFT;18;10;8;1258;10018;3;0
SOFT;44;10;8;1258;10018;3;0
SOFT;6;10;8;1258;10018;3;3
SOFT;81;10;8;1258;10018;3;0
SOFT;12;10;8;1258;10018;3;0
SOFT;1;10;8;1258;10018;3;0
SOFT;22;10;8;1258;10018;3;3
SOFT;4;10;8;1258;10018;2;0
SOFT;23;12;10;1258;10018;3;0
SOFT;14;12;10;1258;10018;4;3
SOFT;16;12;10;1258;10018;4;2
SOFT;63;12;10;1258;10018;4;0
SOFT;30;12;10;1258;10018;4;0
SOFT;4;12;11;1258;10018;3;0
SOFT;87;13;11;1258;10018;4;3
SOFT;10;13;11;1258;10018;3;0
SOFT;55;13;11;1258;10018;3;3
SOFT;44;13;11;1258;10018;4;3
SOFT;12;13;11;1258;10018;4;0
SOFT;81;13;11;1258;10018;4;3
SOFT;6;13;11;1258;10018;4;0
SOFT;22;13;11;1258;10018;4;0
SOFT;1;13;11;1258;10018;4;3
SOFT;63;14;13;1258;10018;5;0
SOFT;23;15;13;1258;10018;4;0
SOFT;16;15;13;1258;10018;5;0
SOFT;14;15;13;1258;10018;5;2
SOFT;1;14;14;1258;10018;5;0
SOFT;22;14;14;1258;10018;5;3
SOFT;12;15;14;1258;10018;5;3
SOFT;55;16;14;1258;10018;4;0
SOFT;87;16;14;1258;10018;5;0
SOFT;44;16;14;1258;10018;5;0
SOFT;10;16;14;1258;10018;4;0
SOFT;81;16;14;1258;10018;5;0
SOFT;1;17;15;1258;10018;6;1
SOFT;63;17;15;1258;10018;6;0
SOFT;22;17;15;1258;10018;6;0
SOFT;16;17;16;1258;10018;6;3
SOFT;12;18;16;1258;10018;6;0
SOFT;55;18;17;1258;10018;5;3
SOFT;44;18;17;1258;10018;6;3
SOFT;10;18;17;1258;10018;5;3
SOFT;81;19;17;1258;10018;6;0
SOFT;16;20;18;1258;10018;7;0
SOFT;1;20;18;1258;10018;7;0
SOFT;10;20;19;1258;10018;6;0
SOFT;55;21;19;1258;10018;6;0
SOFT;44;21;19;1258;10018;7;0
SOFT;10;23;21;1258;10018;7;0
SOFT;55;24;22;1258;10018;7;0
MEDIUM;10;1;1;1258;10022;1;0
MEDIUM;7;1;1;1258;10022;1;0
MEDIUM;31;1;1;1258;10022;1;0
MEDIUM;5;1;1;1258;10022;1;0
MEDIUM;22;2;1;1258;10022;1;0
MEDIUM;87;18;1;1258;10022;1;0
MEDIUM;1;19;1;1258;10022;1;0
MEDIUM;81;19;1;1258;10022;1;0
MEDIUM;12;19;1;1258;10022;1;0
MEDIUM;14;19;1;1258;10022;1;1
MEDIUM;63;20;1;1258;10022;1;0
MEDIUM;55;20;1;1258;10022;1;0
MEDIUM;30;20;1;1258;10022;1;0
MEDIUM;23;21;1;1258;10022;1;0
MEDIUM;44;22;1;1258;10022;1;0
MEDIUM;16;27;1;1258;10022;1;0
HARD;27;30;1;1258;10022;1;0
HARD;4;32;1;1258;10022;1;0
HARD;6;32;1;1258;10022;1;0
HARD;18;36;1;1258;10022;1;1
HARD;7;31;2;1258;10022;2;0
HARD;31;39;2;1258;10022;2;0
HARD;5;39;2;1258;10022;2;0
HARD;87;39;19;1258;10022;2;0
HARD;14;39;20;1258;10022;2;1
HARD;12;40;20;1258;10022;2;0
HARD;1;40;20;1258;10022;2;0
HARD;81;41;20;1258;10022;2;0
HARD;30;39;21;1258;10022;2;2
HARD;63;40;21;1258;10022;2;1
HARD;55;40;21;1258;10022;2;0
HARD;23;39;22;1258;10022;2;0
HARD;44;40;23;1258;10022;2;0
HARD;16;40;28;1258;10022;2;0
MEDIUM;27;39;31;1258;10022;2;0
MEDIUM;7;40;32;1258;10022;3;1
MEDIUM;6;40;33;1258;10022;2;0
MEDIUM;4;41;33;1258;10022;2;0
MEDIUM;18;39;37;1258;10022;2;1
